player_name,round_number,season,playoffownership,topownership,eliteownership,topdiff,elitediff
Anthony Firkser,14.7,2021,0.0669753086419753,0.05673027333677153,0.045548654244306416,-0.010245035305203772,-0.021426654397668887
Anthony McFarland,17.1,2021,6.172839506172839e-4,2.5786487880350697e-4,NA,-3.5941907181377697e-4,NA
Anthony Miller,17.5,2021,0.012924382716049383,0.009025270758122744,0.012422360248447204,-0.0038991119579266393,-5.020224676021787e-4
Anthony Schwartz,17.8,2021,0.0013503086419753086,0.0010314595152140279,0.002070393374741201,-3.188491267612807e-4,7.200847327658924e-4
Antoine Wesley,18,2021,3.8580246913580246e-5,NA,NA,NA,NA
Antonio Brown,7.2,2021,0.09452160493827161,0.10907684373388345,0.12422360248447205,0.014555238795611838,0.02970199754620044
Antonio Callaway,17.5,2021,7.716049382716049e-5,2.5786487880350697e-4,NA,1.807043849763465e-4,NA
Antonio Gandy-Golden,17,2021,3.8580246913580246e-5,NA,NA,NA,NA
Antonio Gibson,2,2021,0.07341820987654321,0.06446621970087674,0.039337474120082816,-0.008951990175666474,-0.034080735756460395
Auden Tate,17.9,2021,0.0010802469135802468,NA,NA,NA,NA
